video_id,video_type,title,desc,create_time,user_id,nickname,avatar,liked_count,video_play_count,video_danmaku,video_comment,last_modify_ts,video_url,video_cover_url
1955037905,video,五千年很近，五十年很远,-,1716946529,480909000,典正中明,https://i0.hdslb.com/bfs/face/e3fea0eee5261064f023f27eca9f3a3437484c80.jpg,34101,62038,19,146,1.72E+12,https://www.bilibili.com/video/av1955037905,http://i0.hdslb.com/bfs/archive/2cf2e6b7e2cfc867ccf29b75ae7029e566eb9014.jpg
506644985,video,古猫丨你们山西人都这么会吗？,2000多年前的山西男人有多会送礼,1637835679,1163356598,古猫丨陪你去看博物馆,https://i2.hdslb.com/bfs/face/b031a09d8cdd8419280c9e4837b34bc9cd46d25c.jpg,203556,2048608,364,902,1.72E+12,https://www.bilibili.com/video/av506644985,http://i1.hdslb.com/bfs/archive/e8a811a6d4043eae9f9b0464fb8d433576244ef1.png
997982027,video,中国建盏千年的历史文化鲜有人知，希望大家能支持一下,-,1688311667,3.49E+15,小佛爷无邪,https://i2.hdslb.com/bfs/face/6db095e3cea5e0fcf9d58680eba027a24d08a35e.jpg,25372,212306,93,146,1.72E+12,https://www.bilibili.com/video/av997982027,http://i1.hdslb.com/bfs/archive/385b26a163c66cc93d9b0d356111675ab5d6cfce.jpg
1505312232,video,衣食住行、仰俯之间皆是诗，来听听“诗经书灵”薛凯琪对《齐风六篇》的理解和感悟,,1717499620,258844831,CCTV_国家宝藏,https://i1.hdslb.com/bfs/face/2d874c03152756f36cf559ce1cb6a2d3f5c82a70.jpg,420,4363,1,7,1.72E+12,https://www.bilibili.com/video/av1505312232,http://i0.hdslb.com/bfs/archive/124acb8b8a54076d760e7a995f36fc43ca29625e.jpg
426869277,video,《邪不压正》序：来者可追，文过饰非,"回忆任它残破
可能终会参破",1653071430,412959138,狗起,https://i0.hdslb.com/bfs/face/47a92cc30d436f72f4bc9a0f853fd77ac55eb305.jpg,733,230837,108,101,1.72E+12,https://www.bilibili.com/video/av426869277,http://i0.hdslb.com/bfs/archive/1dbe672952165635828b84de49a3ce4fd201f469.jpg
1802646282,video,洞察中国历史文化发展脉络的必读之作,《万古江河》——洞察中国历史文化发展脉络的必读之作，不仅关注中国历史的宏观发展，还细致地描绘了中国文化。#文化#历史,1712116766,3.49E+15,雨轩兰台,https://i0.hdslb.com/bfs/face/8cec9baa3431f3636e947867cf54fd6c2dc3226e.jpg,0,156,0,0,1.72E+12,https://www.bilibili.com/video/av1802646282,http://i1.hdslb.com/bfs/archive/7f7e3f85a658c230a84acd10efacf7d8772f6812.jpg
344547275,video,我们真的应该重新认识一下中华文化以及历史。,-,1660583571,1006758033,慕葵兮,https://i0.hdslb.com/bfs/face/8e52326d488fb8dbba84037cbcb756f17c6f6a7c.jpg,15039,261769,335,764,1.72E+12,https://www.bilibili.com/video/av344547275,http://i1.hdslb.com/bfs/archive/d73f30d13b3d4f88303851b4b4df6a0002681774.jpg
992303378,video,亚洲的全程是什么？ #书写 #文化 #历史,-,1677137531,376919057,零基础教育,https://i2.hdslb.com/bfs/face/b817230e117fc6286d2f738068972179b521228d.jpg,15474,1440722,392,1222,1.72E+12,https://www.bilibili.com/video/av992303378,http://i0.hdslb.com/bfs/archive/c9fac53fcad1c5455a72e3453ed33e4e3f4d44de.jpg
1000060810,video,历史,-,1707043418,513381578,杏坛觉者,https://i2.hdslb.com/bfs/face/867f9d89ac9fe900fd8c4a5f05bcce096aa172f0.jpg,44,300,0,1,1.72E+12,https://www.bilibili.com/video/av1000060810,http://i0.hdslb.com/bfs/archive/3767b25f9bc55d89982a4f944186cf17fe649508.jpg
873523938,video,以史为镜，才能知兴替,在浩瀚的历史长河中，有太多激荡人心的故事等待被发掘,1695027902,3.49E+15,超会省钱の小张同学,https://i1.hdslb.com/bfs/face/eb194cb158df6cfde9c4d37bf4f7a1246abd7c0e.jpg,16415,113680,11,13,1.72E+12,https://www.bilibili.com/video/av873523938,http://i0.hdslb.com/bfs/archive/c6d5ab0a11b8b31cc111e1e8067decf5e691701e.jpg
1205288110,video,探秘千年古都，邂逅罗马的永恒之美： 罗马，这座承载着千年历史的古都，仿佛一部厚重的史诗，诉说着古罗马的辉煌与荣耀。罗马不仅是古建筑的宝库，更是历史文化的圣地。,,1717330500,3.55E+15,不与合旅行家,https://i0.hdslb.com/bfs/face/8ce1409f6643c11574c0ace1455861bf74c6f806.jpg,12,368,0,0,1.72E+12,https://www.bilibili.com/video/av1205288110,http://i2.hdslb.com/bfs/archive/6ea66ee6355defd487b0b9683e2bce9a258ae47e.jpg
1352477932,video,呼罗珊- 波斯文化圈的‘江南’,,1711549505,580916389,一真居士论史谈球,https://i1.hdslb.com/bfs/face/4fff242c041213cfd4949977a18855ed506ac754.jpg,846,35084,143,237,1.72E+12,https://www.bilibili.com/video/av1352477932,http://i2.hdslb.com/bfs/archive/e64c5f6e0e8c8f0ff977b1fd763e8568a1a4e186.jpg
1903940025,video,历史原来是这样,-,1714320336,589106944,惠风和畅123456789,https://i0.hdslb.com/bfs/face/member/noface.jpg,133,16615,7,48,1.72E+12,https://www.bilibili.com/video/av1903940025,http://i2.hdslb.com/bfs/archive/d6fba695698e0d3844fa7c24d50ed2bfe073a6b4.jpg
869712263,video,如何理解左和右？什么是入关学？怎么评价西方伪史论、全球白左化？,,1686650400,1522003987,傅正_,https://i1.hdslb.com/bfs/face/01061bcf25a681cfda119525007d3cf554a5c7bb.jpg,17185,242639,1551,4594,1.72E+12,https://www.bilibili.com/video/av869712263,http://i1.hdslb.com/bfs/archive/a761cbc8ee3ad18764ca7d13c0aff8314681d457.jpg
227962378,video,【白嫖文化史】中国文化史知识丛书了解中华民族的精神所系,中国文化史知识丛书有考古、史地、思想、文化、教育、科技、军事、经济、文艺、体育十个门类，共100个专题。求三连、求关注、私信回复：文化史,1682420400,538592249,华夏传书,https://i2.hdslb.com/bfs/face/7da7b833d92923d5dc307a52c496affd5d64cbff.jpg,440,6299,3,41,1.72E+12,https://www.bilibili.com/video/av227962378,http://i2.hdslb.com/bfs/archive/e7fcd1e93b84cd8426a6edf5acbd31f13ec4c1d3.jpg
403325446,video,古人云,-,1689044982,3.49E+15,喜欢大蒜的坤坤,https://i0.hdslb.com/bfs/face/member/noface.jpg,311,135202,1,3,1.72E+12,https://www.bilibili.com/video/av403325446,http://i2.hdslb.com/bfs/archive/891316f9e4aaf4d7fa0b16518b33e543758a9b86.jpg
1301076498,video,在中国生活5年的i人腼腆英国小哥，称中国为自己的“老家”，大赞传统历史文化,上海街头采访在中国生活5年的i人腼腆英国小哥，起初很害羞，但是随后聊起在这里生活的便利和中国悠久历史时，话匣子瞬间打开,1709019697,551722609,哎哟歪HeyFriends,https://i1.hdslb.com/bfs/face/831683068de0b43f5398885585654a7b751e494b.jpg,983,50808,23,68,1.72E+12,https://www.bilibili.com/video/av1301076498,http://i0.hdslb.com/bfs/archive/319f390bdf2669d938092fe5da3e735926ca4f9d.jpg
314656039,video,列宁格勒保卫战·荣誉老兵 赞扬中国的优良传统和历史文化，希望中俄友谊长存永久,-,1686638303,651188815,鹅国宇哥,https://i1.hdslb.com/bfs/face/b587c973424c1a6479326aaf80c849e810e01602.jpg,17890,106375,194,158,1.72E+12,https://www.bilibili.com/video/av314656039,http://i0.hdslb.com/bfs/archive/c6e161b91793dd2196c10e75a1bad177f27cd475.jpg
491721806,video,再怎么美化，也不能改变腐朽的内核... #疯马秀 #蒂塔万提斯 #女性 #历史 #文化,再怎么美化，也不能改变腐朽的内核... #疯马秀 #蒂塔万提斯 #女性 #历史 #文化,1696340665,3.49E+15,子陌和平精英,https://i2.hdslb.com/bfs/face/ac00451344a2d3c560a0df35498506b76bf325af.jpg,4923,103066,14,87,1.72E+12,https://www.bilibili.com/video/av491721806,http://i0.hdslb.com/bfs/archive/f98c8162edd20c97fbc46f001c21c6835700bde5.jpg
1501236253,video,我华夏上下五千年，随口说出一个，便足以震惊众人！！！！！！！,我华夏上下五千年，随口说出一个，便足以震惊众人！！！！！！！,1709193940,547164776,幸运发财喵喵,https://i2.hdslb.com/bfs/face/12cfa3f06dd6613ce0ccc70590485ac8cb229ca5.jpg,1344,50431,160,33,1.72E+12,https://www.bilibili.com/video/av1501236253,http://i2.hdslb.com/bfs/archive/b54f670eea29d01905fd6671b24d2705762efd0d.jpg
1855261133,video,一切群众的实际生活问题，都是我们应当注意的问题【抄毛选182】,,1717588800,487740696,二萌居士,https://i0.hdslb.com/bfs/face/1b5524d40f9b57e4c069732c9c7a24a78ab081c5.jpg,0,0,0,0,1.72E+12,https://www.bilibili.com/video/av1855261133,http://i1.hdslb.com/bfs/archive/34eec9e40b7c40066bef7139bdb184386b4692c9.jpg
236586313,video,历史教科书上的插图错误。,-,1701215081,295843657,公子不倾城,https://i1.hdslb.com/bfs/face/9a18d3cc442686b78a3ecd2f60f3cad5d106dd51.jpg,5991,116836,18,115,1.72E+12,https://www.bilibili.com/video/av236586313,http://i1.hdslb.com/bfs/archive/696e03bd70e306376c573ac1c27f58d97a33212a.jpg
488673818,video,中国历史为什么特别重要？,拾人牙慧 掰开揉碎 移花接木 有辱学术,1689848320,490559891,李显微谈国学,https://i2.hdslb.com/bfs/face/a0f87087f846aeb91cfe92ea05192e2a20d267af.jpg,64,696,0,20,1.72E+12,https://www.bilibili.com/video/av488673818,http://i2.hdslb.com/bfs/archive/081edd24246b4e8dbd0cb5d13808433540e1d529.jpg
506079056,video,【伯爵】宫斗剧里没有的真相，金钱如何操纵六宫命脉？,"“林黛玉亡于其才，更亡于其财。”

从荣国府到延禧宫，宅斗宫斗是人文历史永不枯竭的创作主题，然而后宫里面的经济账却总被人忽视。其实，钱这个字眼是解释很多问题的关键。读懂财政，你才能理解后宫，理解古代国家，理解现象背后的底层逻辑。

这是我的第三期视频，欢迎观看、赐评。",1634115609,1596926736,河畔的伯爵,https://i0.hdslb.com/bfs/face/67224b5fa1961bc9cb9d54f6e5896ff7e614379c.jpg,24694,475676,2034,1086,1.72E+12,https://www.bilibili.com/video/av506079056,http://i2.hdslb.com/bfs/archive/bc320d5b8f861aeaf5c77655653482497717421f.jpg
977445917,video,古猫丨干饭人从什么时候开始干饭的,馆藏于湖南省博物馆,1639837967,1163356598,古猫丨陪你去看博物馆,https://i2.hdslb.com/bfs/face/b031a09d8cdd8419280c9e4837b34bc9cd46d25c.jpg,70523,775502,328,415,1.72E+12,https://www.bilibili.com/video/av977445917,http://i1.hdslb.com/bfs/archive/baf6d839abe5c4602d104b51fee2598b81c39f46.jpg
538421573,video,老梁故事汇,老梁故事汇,1704709688,258022281,homeyus,http://i0.hdslb.com/bfs/face/member/noface.jpg,247,95218,12,10,1.72E+12,https://www.bilibili.com/video/av538421573,http://i1.hdslb.com/bfs/archive/35f99d86f10e8d8a9a608e4b2d0ca468f2ec3571.jpg
1301076498,video,在中国生活5年的i人腼腆英国小哥，称中国为自己的“老家”，大赞传统历史文化,上海街头采访在中国生活5年的i人腼腆英国小哥，起初很害羞，但是随后聊起在这里生活的便利和中国悠久历史时，话匣子瞬间打开,1709019697,551722609,哎哟歪HeyFriends,https://i1.hdslb.com/bfs/face/831683068de0b43f5398885585654a7b751e494b.jpg,983,50808,23,68,1.72E+12,https://www.bilibili.com/video/av1301076498,http://i0.hdslb.com/bfs/archive/319f390bdf2669d938092fe5da3e735926ca4f9d.jpg
1501236253,video,我华夏上下五千年，随口说出一个，便足以震惊众人！！！！！！！,我华夏上下五千年，随口说出一个，便足以震惊众人！！！！！！！,1709193940,547164776,幸运发财喵喵,https://i2.hdslb.com/bfs/face/12cfa3f06dd6613ce0ccc70590485ac8cb229ca5.jpg,1344,50431,160,33,1.72E+12,https://www.bilibili.com/video/av1501236253,http://i2.hdslb.com/bfs/archive/b54f670eea29d01905fd6671b24d2705762efd0d.jpg
1855261133,video,一切群众的实际生活问题，都是我们应当注意的问题【抄毛选182】,,1717588800,487740696,二萌居士,https://i0.hdslb.com/bfs/face/1b5524d40f9b57e4c069732c9c7a24a78ab081c5.jpg,0,0,0,0,1.72E+12,https://www.bilibili.com/video/av1855261133,http://i1.hdslb.com/bfs/archive/34eec9e40b7c40066bef7139bdb184386b4692c9.jpg
236586313,video,历史教科书上的插图错误。,-,1701215081,295843657,公子不倾城,https://i1.hdslb.com/bfs/face/9a18d3cc442686b78a3ecd2f60f3cad5d106dd51.jpg,5991,116836,18,115,1.72E+12,https://www.bilibili.com/video/av236586313,http://i1.hdslb.com/bfs/archive/696e03bd70e306376c573ac1c27f58d97a33212a.jpg
488673818,video,中国历史为什么特别重要？,拾人牙慧 掰开揉碎 移花接木 有辱学术,1689848320,490559891,李显微谈国学,https://i2.hdslb.com/bfs/face/a0f87087f846aeb91cfe92ea05192e2a20d267af.jpg,64,696,0,20,1.72E+12,https://www.bilibili.com/video/av488673818,http://i2.hdslb.com/bfs/archive/081edd24246b4e8dbd0cb5d13808433540e1d529.jpg
506079056,video,【伯爵】宫斗剧里没有的真相，金钱如何操纵六宫命脉？,"“林黛玉亡于其才，更亡于其财。”

从荣国府到延禧宫，宅斗宫斗是人文历史永不枯竭的创作主题，然而后宫里面的经济账却总被人忽视。其实，钱这个字眼是解释很多问题的关键。读懂财政，你才能理解后宫，理解古代国家，理解现象背后的底层逻辑。

这是我的第三期视频，欢迎观看、赐评。",1634115609,1596926736,河畔的伯爵,https://i0.hdslb.com/bfs/face/67224b5fa1961bc9cb9d54f6e5896ff7e614379c.jpg,24694,475676,2034,1086,1.72E+12,https://www.bilibili.com/video/av506079056,http://i2.hdslb.com/bfs/archive/bc320d5b8f861aeaf5c77655653482497717421f.jpg
234598796,video,#美食 #大理美食 #诺邓火腿 #历史文化 从芒市到诺邓，路难走，差点把车开进河里……,-,1697198345,15282571,耶叔的四方食事,https://i1.hdslb.com/bfs/face/aa5694d17937bea569746793551e2b1ffa1749d6.jpg,7967,76252,122,111,1.72E+12,https://www.bilibili.com/video/av234598796,http://i2.hdslb.com/bfs/archive/d5b46e03658539ff9f990a7592c910b9e27c70f1.jpg
977445917,video,古猫丨干饭人从什么时候开始干饭的,馆藏于湖南省博物馆,1639837967,1163356598,古猫丨陪你去看博物馆,https://i2.hdslb.com/bfs/face/b031a09d8cdd8419280c9e4837b34bc9cd46d25c.jpg,70523,775502,328,415,1.72E+12,https://www.bilibili.com/video/av977445917,http://i1.hdslb.com/bfs/archive/baf6d839abe5c4602d104b51fee2598b81c39f46.jpg
538421573,video,老梁故事汇,老梁故事汇,1704709688,258022281,homeyus,http://i0.hdslb.com/bfs/face/member/noface.jpg,247,95218,12,10,1.72E+12,https://www.bilibili.com/video/av538421573,http://i1.hdslb.com/bfs/archive/35f99d86f10e8d8a9a608e4b2d0ca468f2ec3571.jpg
1255402522,video,清朝皇帝原来不在大殿里上朝？,,1717416300,613614501,历史学家圈,https://i0.hdslb.com/bfs/face/14b32ac13cee52f5b665b6d4b2dca535108f9735.jpg,70,1654,0,0,1.72E+12,https://www.bilibili.com/video/av1255402522,http://i0.hdslb.com/bfs/archive/dd9ecd66c595190d20291bd89320032398aadaa5.jpg
1200545354,video,这座城市简称“蓉”，该地区河网纵横、物产丰富，自古享有“天府之国”的美誉。人口2126万人，不仅拥有中华历史文化的风采，而且独具地方民俗文化的特色。,-,1707626845,700772325,概念地球,https://i0.hdslb.com/bfs/face/ad32f687fc9a22ecf4c46c5adc3b012f5a7056d1.jpg,22937,284090,144,649,1.72E+12,https://www.bilibili.com/video/av1200545354,http://i2.hdslb.com/bfs/archive/2c6f226922fcf139791364a1742b2f207426ba7d.jpg
1104839469,video,7~9【儿童科普动画 古代文明知识科普】2024最新百科知识科普动画 开阔孩子视野增长见识 进行科学启蒙,7~9【儿童科普动画 古代文明知识科普】2024最新百科知识科普动画 开阔孩子视野增长见识 进行科学启蒙,1716214274,289100219,阿茶就爱吃_mmdacha,https://i2.hdslb.com/bfs/face/728c84c0ba7aaff611e282e0339e70b5f69fcb2c.jpg,17,15892,0,0,1.72E+12,https://www.bilibili.com/video/av1104839469,http://i0.hdslb.com/bfs/archive/f2d1a186d7d78ccc80eb022f08bf038af0757e3e.png
1755440679,video,唐朝逸事（三）风尘三侠,,1717582082,3.49E+15,阿丘讲故事,https://i0.hdslb.com/bfs/face/6721b8367896699e2f085ff611b9753008eb1572.jpg,3,207,0,0,1.72E+12,https://www.bilibili.com/video/av1755440679,http://i1.hdslb.com/bfs/archive/b8bf393665d2ceda4499b349c6702e2b19860c69.jpg
1253906505,video,妻妾制度是中华数千年智慧自然进化形成的大家族统治和分配体系：240502录播part4,主讲人：@卡池必歪真君11  ，也请有兴趣听后续的观众关注卡池大佬的账号~,1714703658,11212886,BMZ账单,https://i2.hdslb.com/bfs/face/d25d86b7f3416ab94c8d8545ab24892d233fee5d.jpg,471,28454,37,242,1.72E+12,https://www.bilibili.com/video/av1253906505,http://i1.hdslb.com/bfs/archive/a224afbc97efaca7f1943e2d93ea9e102a7c1c2b.png
273760887,video,中国汽车文化历史上的耻辱日,-,1690078459,689948001,李子来了_,https://i0.hdslb.com/bfs/face/18ac61c2a87f0a3f187a4299c559d94416540464.jpg,7577,283134,319,1103,1.72E+12,https://www.bilibili.com/video/av273760887,http://i1.hdslb.com/bfs/archive/f9a032ae14f62a495e830ce648f421f06d0a2edf.jpg
406039075,video,很多你不知道的历史真相，都在这本书中,原来历史可以如此简单,1695027902,3.49E+15,半眠学姐-,https://i2.hdslb.com/bfs/face/d4ceae413d842b357aed8fc2d0657e298d268063.jpg,4897,235276,15,10,1.72E+12,https://www.bilibili.com/video/av406039075,http://i1.hdslb.com/bfs/archive/d760f3a62a535347f62887f18693a9a688fdebdb.jpg
1654520601,video,【百万填词】?用一首《旷古回响》写尽物华弥新24位特出器者?|物华弥新×忘川风华录|点击领取你的红卡,"物华弥新·24特出器者群像
原曲：《旷古回响》
作词：邪叫教主
作曲:陈亦洺
编曲:崔博源
演唱：星尘infinity、海伊、苍穹、诗岸、星尘Minus、赤羽、牧心
调校：坐标P、Creuzer、瑞安Ryan
吉他：Guitar_RK
琵琶：音若子兮
唢呐：浑元Rysn
笛子：囚牛
弦乐：辉音
弦乐编写：崔博源
和声编写：沈雾敛
混音：罗文Rown
——
翻策：宁玹@璀错不认错  
监制：稀饭@来一口稀饭嘛  
填词：挽红颜@衰色败绛  /画念@画念子  /纪怀婴@汝在北兮婴我怀  /木冬为柊@MOKUTOU_  /木木木木木@混邪战士 /宁玹
翻唱：叶生@叶子不生  /林亦然@林亦然x  
后期：良之@这是良之  
剪辑：宁玹",1715565600,357051226,璀错不认错,https://i1.hdslb.com/bfs/face/2559b82fa9a60475f62d2c3fd265c2108123d2c8.jpg,1926,16120,497,115,1.72E+12,https://www.bilibili.com/video/av1654520601,http://i0.hdslb.com/bfs/archive/459d3d099a8573e64215dd9506167b33ea48eff9.jpg
1650076149,video,文学文化常识积累14,-,1706869130,677421243,又见苏月,https://i0.hdslb.com/bfs/face/746ea8efa8ed232256d6522748fccc78e6c2125c.jpg,448,44491,34,28,1.72E+12,https://www.bilibili.com/video/av1650076149,http://i2.hdslb.com/bfs/archive/52a0830a99db559305ce671249921afbd88d398e.jpg
1304639964,video,【慎点】伊斯兰历史上有名的8大圣城,"【混剪】伊斯兰历史上有名的8大圣城
仅为科普视频，不要过度解读，尊重历史",1716003653,503163348,中东哥布林,https://i0.hdslb.com/bfs/face/f7578bccf94cabfa9377caf84765a049c54f4b78.jpg,487,11403,47,87,1.72E+12,https://www.bilibili.com/video/av1304639964,http://i1.hdslb.com/bfs/archive/40d2d377fd8fb910b947a8db320aac3837f1561f.jpg
283597037,video,【品历史HISTORY】我的最新作品，快来一睹为快！,-,1704935982,2017704589,品历史HISTORY,https://i1.hdslb.com/bfs/face/e458a7b82b4b42c0be960da6658567f5d3e9c2cc.jpg,8749,143298,272,1407,1.72E+12,https://www.bilibili.com/video/av283597037,http://i0.hdslb.com/bfs/archive/2c3199fd86204ce84400959f17680e03595ba23e.jpg
526557748,video,历史真的那么难么？别让古文限制你领略历史的魅力！漫画《吃透中国史·唐》来了！,,1679716800,451296298,我是不白吃,https://i1.hdslb.com/bfs/face/3d75fe7fa91391ff2ed3d03c732727e6aba67d2f.jpg,3802,133259,59,55,1.72E+12,https://www.bilibili.com/video/av526557748,http://i1.hdslb.com/bfs/archive/614abb24d5b5247b504c9f7d2b20bcab40eab523.jpg
