video_id,video_type,title,desc,create_time,user_id,nickname,avatar,liked_count,viewd_count,last_modify_ts,video_url,video_cover_url,video_play_url
3x4qvmhgx8p9d6k,1,九天阊阖开宫殿，万国衣冠拜冕琉#KSK城市团队 #环球苏观专属话题 #sdm快手分部,九天阊阖开宫殿，万国衣冠拜冕琉#KSK城市团队 #环球苏观专属话题 #sdm快手分部,1.68346E+12,3xfmnpypzrywmiq,环球苏观Trxum?,https://p2-pro.a.yximgs.com/uhead/AB/2024/05/19/15/BMjAyNDA1MTkxNTIxMjBfMjQxNDA2ODM1MF8xX2hkODgzXzgyMQ==_s.jpg,127776,1204418,1.71759E+12,https://www.kuaishou.com/short-video/3x4qvmhgx8p9d6k,https://p1.a.yximgs.com/upic/2023/05/07/20/BMjAyMzA1MDcyMDM3MDFfMjQxNDA2ODM1MF8xMDI1MjYzNjA3MjNfMV8z_ccc_Bde95e57db031ca45d25b319d0c4816d2.jpg?tag=1-1717589169-xpcwebsearch-0-g5ex2aphoo-52e6de4f32337973&clientCacheKey=3x4qvmhgx8p9d6k_ccc.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/EkVgbgcAlMdnqayXN2EpKAlMBHoB8YcotnFGDtq_wPE4Et8ea1nYz2dwdJSNrcEGNkF-3DuhPQqj-fLOsEmjqpDh_MpdwiAvphW_-kwj8cjrpvMqre_0X9HandTnfg1IrU8UdwfdeXosYKTvDjoRKcbA5lESNdh1PIiWLfEQuLHI5-7T75Ld66zpu0qzvZpR.mp4?pkey=AAV-PDYnIfrl2y9GrDJCEOP04xqraODhEsX8c5ejQzLf5iz--zz-gm6Y6LaEKQSuDjXjpADxRNEh1YsLAWVcLngTxAuJ00jvMMRo0SUlnJARPSMAovsSX2AI5vSNSNveaBs&tag=1-1717589169-unknown-0-o68ydbcynm-95d6298fb8641010&clientCacheKey=3x4qvmhgx8p9d6k_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xtsj6c5vtfy2ea,1,教科书上都不敢提及的历史。#好书分享  #读书  #历史,教科书上都不敢提及的历史。#好书分享  #读书  #历史,1.70291E+12,3xznaph2y82efq9,Pate思维,https://p5-pro.a.yximgs.com/uhead/AB/2023/11/08/19/BMjAyMzExMDgxOTAwMDhfMzc4OTIzNzA0Nl8xX2hkNzc5XzcxMg==_s.jpg,3738,135374,1.71759E+12,https://www.kuaishou.com/short-video/3xtsj6c5vtfy2ea,https://p4.a.yximgs.com/upic/2023/12/18/15/BMjAyMzEyMTgxNTU5MTVfMzc4OTIzNzA0Nl8xMTk5NTg0NTcyNTdfMF8z_B56494318e940834b391a8a18d409d1a4.jpg?tag=1-1717589169-xpcwebsearch-0-wznkjzyk0a-7f60077d8e3fb2ab&clientCacheKey=3xtsj6c5vtfy2ea.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/eCOVIrr4_Hj5pwMn7sCBKd5SYrBVfEsyADg4TOruqsc2k6-W-YBXv6tIjc5KTd-UbQmtVz7PTwPpdFRkELsOFJ3NxKfuLEZ5bpCzQg9dsflHsVT88WgihsSConznsb_jwWBF4Gcr31FfnD3zrD0XFY73258sFnQIHSFeeutlc8y5IegJSm-W1PXlRXu4T81v.mp4?pkey=AAXGHJpVRAmUCKl5r5AVDoPgrj8LDLr0sQHcYECMyjknLmxVkSi86wnwzPQ6Lg3zRaOSQOgQcqtfO-LmD3_f6TyZIiV0bPE6DDoUjZcdI45FPfKXV2npiFhOA_IC_U-4LqQ&tag=1-1717589169-unknown-0-ptqi7wv41g-4c44e1c0e9f9bf6c&clientCacheKey=3xtsj6c5vtfy2ea_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3x2u7qme96rc4s4,1,学习历史 @柳欣雨(O3x7zky589j5pgmq) #历史,学习历史 @柳欣雨(O3x7zky589j5pgmq) #历史,1.6869E+12,3x7evf272spvasi,百里奚,https://p2-pro.a.yximgs.com/uhead/AB/2023/08/10/01/BMjAyMzA4MTAwMTU1MDJfMjM3MzkwNjk3NF8yX2hkMTY3Xzg5MA==_s.jpg,875933,11049167,1.71759E+12,https://www.kuaishou.com/short-video/3x2u7qme96rc4s4,https://p4.a.yximgs.com/upic/2023/06/16/15/BMjAyMzA2MTYxNTQ0NDNfMjM3MzkwNjk3NF8xMDU2NTM0ODcxMzRfMl8z_ccc_Bb8f920768a4f4621b873b03262aa21a1.jpg?tag=1-1717589169-xpcwebsearch-0-74emn6z6gs-dc1a99a9d9b1d84a&clientCacheKey=3x2u7qme96rc4s4_ccc.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/-P9hpJiAT86wTfbXug05u-2mXkUz864D-t6ccQF2gOgZCO67gKWW-d_qx40H_DnDdsnsR3wBILZw10X8di8QvcN0Eunj9bTuIQoKf2e9dQW4mXFqi-UQnE_YJbY8rfOZRM9Kv_CUCsHheddDOnTfWY41xHxfnJBjklJHCXt4Jyjx9n8h8tcF-BrYGqChL3g1.mp4?pkey=AAXo-WzvH2NTI_RSYbpHvXf1OXRJYmVSpD-YVrjgu7XerEs9Pg_bmsGJYznI5mRIHZy0joCrrByECKgBRnOsnMrgdfomeqM8UC7AYnjfGUIZCZBTYveOixJO2wpTsIqxtTQ&tag=1-1717589169-unknown-0-umib448pic-e2f3f4dcfb5ce239&clientCacheKey=3x2u7qme96rc4s4_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xiau7cg5q37pg9,1,"“华夏民族之文化，历数千载之演进，造极于赵宋之世”
?#超燃混剪?
?#历史?
?#宋朝?
?@快手热点(O3xddgkd5fav5if9)?","“华夏民族之文化，历数千载之演进，造极于赵宋之世”
?#超燃混剪?
?#历史?
?#宋朝?
?@快手热点(O3xddgkd5fav5if9)?",1.68757E+12,3xrfupraxhvp2k4,岂曰无衣,https://p2-pro.a.yximgs.com/uhead/AB/2023/09/15/22/BMjAyMzA5MTUyMjI5MjdfMjkwOTQ3Nzk4OF8yX2hkNjkzXzI3_s.jpg,10311,164933,1.71759E+12,https://www.kuaishou.com/short-video/3xiau7cg5q37pg9,https://p2.a.yximgs.com/upic/2023/06/24/00/BMjAyMzA2MjQwMDA3MTVfMjkwOTQ3Nzk4OF8xMDYyOTc0MjE4NTVfMF8z_ccc_B4eae6df2b1f6ed46bf2821fc3a9da14a.jpg?tag=1-1717589169-xpcwebsearch-0-pjdvv0iam0-428bf68ab3c7697c&clientCacheKey=3xiau7cg5q37pg9_ccc.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/gKRy_PxHWqx4v8n_u1LGdLAHWBZ8mMWOGLu_GFTsuNpA6ov_fGsaP5NWmZ6vXvhEp-ISWl0Z252A4VkIDgwuBL_flTio0W06eDrQ6K-ikN550EFOqUldSjIGXlSdQiW_pDOnS7ArWIfx6VLIMTHDvspKBm9E7qgUxX0BDAfsz-OF86NNA7tutnPsys6B-ov5.mp4?pkey=AAWX5wHCsDudrINcWGHCVRAYrGDq5lVL_7mM269t8HkefgmJR87RkkgBFpEumTz8-3aShT2JbaaDHFlE3Phzs8HnfUkSB8y-hQGUhvIVsQMc23KXjNz3PuWSdaJowYRR0cA&tag=1-1717589169-unknown-0-5oqowvmxxm-9d8746d847e6c122&clientCacheKey=3xiau7cg5q37pg9_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xtuj8kainn4kh4,1,一口气看完老子，孔子偶像，道家始祖，春秋战国最接近神的人 #老子? #春秋战国? #知识榕树计划,一口气看完老子，孔子偶像，道家始祖，春秋战国最接近神的人 #老子? #春秋战国? #知识榕树计划,1.70804E+12,3xvrymi4u3t4672,秒懂历史,https://p4-pro.a.yximgs.com/uhead/AB/2022/12/29/19/BMjAyMjEyMjkxOTI2MzhfMzE0MTAzNzg1MV8xX2hkNzUxXzY5MA==_s.jpg,123865,3474336,1.71759E+12,https://www.kuaishou.com/short-video/3xtuj8kainn4kh4,https://p5.a.yximgs.com/upic/2024/02/12/09/BMjAyNDAyMTIwOTQ0NTRfMzE0MTAzNzg1MV8xMjQ2OTMxMzY1NjZfMF8z_ccc_B231a4f2976939bbfea86425816eac2d9.jpg?tag=1-1717589169-xpcwebsearch-0-a43ain6k3e-9c5a82ebbb8a4b0b&clientCacheKey=3xtuj8kainn4kh4_ccc.jpg&di=ddb09dfa&bp=10004,https://v1.kwaicdn.com/ksc2/CsiPVkCpnZF0GbuFRSVDojqn9POQD46GVfx7haolmPXdx7TXEiZ26kJB9I11GKPmDLNAsfwP-74CmhNrt7BV_jLG-dMD9O_PVoYY8jtTujqEDU8AsyqVWuTMtHM1M0ZRjA7Gt-zBAEvUhvpr8Rb7TXQacD3v8sABqI1kkkrXmjMKWH47bG6UMtKP2GP7HKqI.mp4?pkey=AAWKBJ8_IfUDg99qCIO0CfyJz8PYG4F8__E0JyZey6AwMocKb4EH4X35qLoogR_ViYGVqvCSXaEUNC9rpYl_FbVhHc4U5HXud8QZSySo2tiy67bXpcASxxuejVAAqgql4UA&tag=1-1717589169-unknown-0-u5pclwf5bm-17f5e8c7d12d54e3&clientCacheKey=3xtuj8kainn4kh4_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3x3jrvc2t47sa8y,1, @浪七/.(O3xkug78ndugj6yw) 的精彩视频, @浪七/.(O3xkug78ndugj6yw) 的精彩视频,1.65992E+12,3xkug78ndugj6yw,浪七/.,https://p5-pro.a.yximgs.com/uhead/AB/2022/06/08/21/BMjAyMjA2MDgyMTQ4MTJfMjQ5NTk0NTkzMF8yX2hkN181Nw==_s.jpg,1749597,15767891,1.71759E+12,https://www.kuaishou.com/short-video/3x3jrvc2t47sa8y,https://p5.a.yximgs.com/upic/2022/08/08/09/BMjAyMjA4MDgwOTMxMThfMjQ5NTk0NTkzMF84MTI3MzcxNTI0Nl8yXzM=_B6d4661dd6de60b5f810c18e91578a665.jpg?tag=1-1717589169-xpcwebsearch-0-f2yen1gnhl-932984dc4c054d08&clientCacheKey=3x3jrvc2t47sa8y.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/bFwie_5M2hAIQUcovm8RPXBGgE64doxAn7Ds56Jx6x1LijxXbl0a4fwXDvhfgtBH7fBS2ubRKHWhz186Gx61stpwYn2lpPLJRiBMEOe6eddvN4wOox7ZkjiJ6q6VsVx3l6hd7f1waGKUTnt2vYT9HyGEXCXKt9SFemOcL23Nliw-3Kp-q5JPA-HYDRQ5c7eK.mp4?pkey=AAWvsWXV5XcDdFW6lxpmCpfkNsn-d5NqcpG3DNea6kFBY1WA76lt-z4Dd65O6j4Vh0YtuBjbCKlW9a05PeWmVerj5i6bPG2hAL1NSSj8ARPtMFq5HivfOx-CleeAbmOSmfM&tag=1-1717589169-unknown-0-xet2785wiv-b07b1a74796fbf01&clientCacheKey=3x3jrvc2t47sa8y_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xzha5f3srauq5k,1,古代流传的三大恐怖习俗 #重返帝国 #101俱乐部 #历史冷知识,古代流传的三大恐怖习俗 #重返帝国 #101俱乐部 #历史冷知识,1.67386E+12,3xh28umk9vxmtdk,爆撕社长,https://p5-pro.a.yximgs.com/uhead/AB/2023/04/10/20/BMjAyMzA0MTAyMDU3MjZfMTU0MDY0MTE5XzJfaGQ0NjFfOTI0_s.jpg,32031,1002647,1.71759E+12,https://www.kuaishou.com/short-video/3xzha5f3srauq5k,https://p1.a.yximgs.com/upic/2023/01/16/18/BMjAyMzAxMTYxODEwMzFfMTU0MDY0MTE5XzkzNzYxMjYxMzc5XzJfMw==_B5668b1c5f63b72584a0ac87bed934305.jpg?tag=1-1717589169-xpcwebsearch-0-orjb3q4dmx-10caa6a874f3ff26&clientCacheKey=3xzha5f3srauq5k.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/ttmT8KQ0xUWpg4g6uG4UgNJt75xuZbIP3BdKuKn0ymVQ7HnWFb7JfLVf4PjRgGGdPM2kk2TUsrVlGXkERlXPt9b-LjVZSpe6ct6qprXhtIogm4AYtI_zk2JxjxVxwcAKE-9vC1XU1832LDtWU03EfCqDHS-G6rzY5DGRkoBb19G1_yGum4K7pcssWHx_35aw.mp4?pkey=AAUZxd9mabNUn5YMGlyUC2fipKdFuPXN7ZF9RhcXcI-NS0p1bIaQODZrWcxmi-obTPcXUQ4pisgOXj-T6GVuLO8pNCNs0WSL4xc5WlV28mfocEBEeZrqybA-xN0CV5iquf0&tag=1-1717589169-unknown-0-zwhb6rewsq-7a425e96a01ad36f&clientCacheKey=3xzha5f3srauq5k_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xd3bwt5a2dp7qu,1,历史老师生动讲解《辛丑条约》，男生气得拍案而起，走狗！,历史老师生动讲解《辛丑条约》，男生气得拍案而起，走狗！,1.67361E+12,3xmidmu4q6sm5d2,周老师教历史,https://p2-pro.a.yximgs.com/uhead/AB/2022/07/08/16/BMjAyMjA3MDgxNjI5MTJfMjkxODI5MDgwNl8yX2hkMTIzXzIzNA==_s.jpg,148049,4037507,1.71759E+12,https://www.kuaishou.com/short-video/3xd3bwt5a2dp7qu,https://p3.a.yximgs.com/upic/2023/01/09/15/BMjAyMzAxMDkxNTU3MDFfMjkxODI5MDgwNl85MzEzODU2NDAyOF8wXzM=_Bd4c211709fa0acce614a02b7afb4bb1a.jpg?tag=1-1717589169-xpcwebsearch-0-pzzvtxfkea-ec110a78ab9ba91f&clientCacheKey=3xd3bwt5a2dp7qu.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/sng1JKLQx_xdRIqaEo5_8J1UfZUh_URMb7rxDCbXr30js6U_c9hp9_OvxyXbg14hLcoFpkcNKMGgyN6VJ9IuGxyod6H0d1hQ430oWGmsDE2fzRKM8FbDy6oQiat1irsDpO4yxFgeZ9BospMPtJg_jo-8ZHnblikSAw9D4V3ZLsv_8i65QW-ME2Nw0sA5F7Bj.mp4?pkey=AAWYT3ButTMkpaYThIrxITUWynPY0uNtL2Nsz92pXl_O-HPpTj6rKslqVYqcx1jU4Hk62gehyRnw3XA7gEMEn3bT5_zlv_vOygvZAl-namh2nrVAvuRgJxqtIPesB7gMcuY&tag=1-1717589169-unknown-0-edc3xjzqc7-9b88536c45c698cb&clientCacheKey=3xd3bwt5a2dp7qu_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xxkfve8ryenrim,1,百家争鸣是中国历史上思想和文化最为辉煌灿烂、群星闪烁的时代，这一时期出现了诸子百家彼此诘难，相互争鸣，盛况空前的学术局面，在中国思想发展史上占有重要的地位。各种思想学术流派的成就，与同期古希腊文明交相辉映；以孔子、老子、墨子为代表的三大哲学体系?#历史??#百家争鸣?,百家争鸣是中国历史上思想和文化最为辉煌灿烂、群星闪烁的时代，这一时期出现了诸子百家彼此诘难，相互争鸣，盛况空前的学术局面，在中国思想发展史上占有重要的地位。各种思想学术流派的成就，与同期古希腊文明交相辉映；以孔子、老子、墨子为代表的三大哲学体系?#历史??#百家争鸣?,1.70723E+12,3xk5zjrtxqqx889,吾本布衣,https://p2-pro.a.yximgs.com/uhead/AB/2023/04/22/03/BMjAyMzA0MjIwMzMyMzVfMjg5NjUwNTE0MF8yX2hkODE5Xzk2NA==_s.jpg,11889,189473,1.71759E+12,https://www.kuaishou.com/short-video/3xxkfve8ryenrim,https://p1.a.yximgs.com/upic/2024/02/06/23/BMjAyNDAyMDYyMzE4NTFfMjg5NjUwNTE0MF8xMjQxNzkyNDk0OTlfMF8z_ccc_B569c0c0a9fe3fbde1d2bfcc3bfd181b1.jpg?tag=1-1717589169-xpcwebsearch-0-wfg6q7abft-34708a125443f146&clientCacheKey=3xxkfve8ryenrim_ccc.jpg&di=ddb09dfa&bp=10004,https://v1.kwaicdn.com/ksc2/eIklpd-vK2Tt7821khzOxo9SF-p-HA1orceC6N7-4g0KY42HxeleJ5oh4igI4TR0RXAbev3--8haFVl09WIiDRt4AVBs-ofOKXLi2ZGjiT8E7ETiGorUyDRTzeRRtfGXEWRmvIb3ZXjSpckKx6nke7vEiHrGeDd2lhMOmo4xD7HqPXIIfzpGxwDoXQOgvYtd.mp4?pkey=AAWffQoVIqJ1PwgG8qs5rSshqm7DvuNihRWvCLSeaREfQ4ycpx7TB4i6mrwdvu4ZZqQPxwwUjShv3fLF3pYAchCjjbL5bbg9Mb-MHfXu_V6_-XAK0q2KqTm5rb0nb_TyGyI&tag=1-1717589169-unknown-0-qyst6igkp0-d172a65f41d50dba&clientCacheKey=3xxkfve8ryenrim_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
3xxrcbnhmiy2y9q,1,#历史文化  #知识分享  #中国汉字博大精深,#历史文化  #知识分享  #中国汉字博大精深,1.7105E+12,3xaik53syfa9idm,瑾瑜读书,https://p5-pro.a.yximgs.com/uhead/AB/2023/12/29/22/BMjAyMzEyMjkyMjU4NTJfMzYwMDU1MzAwNF8xX2hkNTQyXzU4_s.jpg,14439,1467815,1.71759E+12,https://www.kuaishou.com/short-video/3xxrcbnhmiy2y9q,https://p3.a.yximgs.com/upic/2024/03/15/18/BMjAyNDAzMTUxODA1MDRfMzYwMDU1MzAwNF8xMjczNjcxOTI5MDRfMl8z_B8f673973f6342e7c3b9e2da3dea4b0c5.jpg?tag=1-1717589169-xpcwebsearch-0-hbslxcfoto-9b90dc0394baa043&clientCacheKey=3xxrcbnhmiy2y9q.jpg&di=ddb09dfa&bp=10004,https://v2.kwaicdn.com/ksc2/C6oDUypObUNKU9Jfs65J4e_HGd65FUJtD4IZkhaBz8cV-gVg9xJ1XJKjGV8SdfPPuitEzamL2Epm5muMpAeiK21WoMQwtHjwvcd6TFWcBWrpqfJBxiKtGzaN01ZLLzCsFdP6IvjMX7s-ZzyUy6SGgrHLuRcz4VG53xNO9UdXFqmImJJB2TggwKzN6cQERLml.mp4?pkey=AAVHiC9THKcI1p2n1LgY8tTM91lOiyynhssMDj0l1ZcchXbX5JyrDLkvtmzekHT2Fd9gWo7IabeonVqfRaOuYhLcJZIOqckMvrlP4tKIWcml-G80dSQTyDUQCB2RBj_gU0o&tag=1-1717589169-unknown-0-fteiytlgru-45781251fde5971f&clientCacheKey=3xxrcbnhmiy2y9q_b.mp4&di=ddb09dfa&bp=10004&tt=b&ss=vp
