note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url
6653d6ca000000001401b1e3,video,中国传统习俗,,http://sns-video-bd.xhscdn.com/stream/110/259/01e653d6c94e54f1010370038fb77f9503_259.mp4,1716770506000,1716770507000,629ef0800000000021028dfe,鲸不鲸喜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sgjblih3a005okuu208d3fupv3e5e0,5,10,0,0,山东,https://sns-img-bd.xhscdn.com/7325a464-8298-5b70-92a2-eb85c7e67daa,,1717587663622,https://www.xiaohongshu.com/explore/6653d6ca000000001401b1e3
66324b8a000000001e022347,video,一口气看完古代史！,中国古代史大总结！    ,http://sns-video-bd.xhscdn.com/stream/110/259/01e6324b8a0715ea010371038f348ad207_259.mp4,1714572170000,1714572549000,61fd36a2000000001000fb60,六喜的文史学习笔记,https://sns-avatar-qc.xhscdn.com/avatar/63de6efbb70662e2d1411507.jpg,701232,543163,7119,59824,,https://sns-img-qc.xhscdn.com/3bb453cf-fcd7-c2e1-b4c4-19c8d4a4b914,"历史,中考,高考,上岸,考编",1717587663623,https://www.xiaohongshu.com/explore/66324b8a000000001e022347
6509490e000000001d015d70,video,学生写的历史诗歌，短短四句却震撼人心,仿照乡愁的形式自创一首诗歌，短短四句道尽历史的曲折和磨难。           ,http://sns-video-bd.xhscdn.com/stream/110/259/01e50948265ea8eb010370038aac45cc79_259.mp4,1695125702000,1695107342000,5ddbec8500000000010067db,娱子酱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nc0h3osmi6g5nerti2g8pur7cfpht0,586671,121347,1568,2112,,https://sns-img-hw.xhscdn.com/bff792bf-1659-6bff-1b62-7c72c3ea0975,"历史,诗歌,铭记历史,历史那些事儿,我懂诗歌的浪漫,中国历史",1717587663623,https://www.xiaohongshu.com/explore/6509490e000000001d015d70
65db610b000000000102b4db,video,这个非遗非常…潮,  ,http://sns-video-bd.xhscdn.com/stream/110/259/01e5db60cc2b314c010370038de0f45383_259.mp4,1708876043000,1708876043000,5b83c226c48a010001b90d98,央央日记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30veb6u1pm6104akq8k12c3coc5vur6g,586217,56280,8410,6504,,https://sns-img-bd.xhscdn.com/c172c6ba-f380-6874-d88f-5d59b1cbf950,"非遗文化传承,口技,bbox",1717587663623,https://www.xiaohongshu.com/explore/65db610b000000000102b4db
6468b64200000000130329a4,video,“他们将名留青史”, ,http://sns-video-bd.xhscdn.com/stream/110/259/01e468b62bb9c570010370038839090388_259.mp4,1684584002000,1684584002000,5fc33efc00000000010066d2,沐白t,https://sns-avatar-qc.xhscdn.com/avatar/65fea224509a18d19c541046.jpg,372571,167579,2509,1794,,https://sns-img-al.xhscdn.com/59562f16-fad1-84ad-eb02-401b505b5aea,"觉醒年代,超燃,民国,历史",1717587663623,https://www.xiaohongshu.com/explore/6468b64200000000130329a4
6489995a000000001300566a,video,历史低于90的！,学姐建议：不论你是初中还是高中吃透这张图，你的历史不会低于90分，建议收藏 ,http://sns-video-bd.xhscdn.com/stream/110/259/01e489995a3ce8430103700388b97f1d5e_259.mp4,1686739290000,1686739290000,63e24c05000000002600580f,陪读学姐,https://sns-avatar-qc.xhscdn.com/avatar/646f546f7f885201c4d64019.jpg,196107,101174,1139,879,,https://sns-img-bd.xhscdn.com/746ce410-1cfe-ab68-447a-91180b653201,"高中,初中,历史",1717587663623,https://www.xiaohongshu.com/explore/6489995a000000001300566a
62fca3cd00000000080122f0,normal,当一个女生开始读历史🔥格局炸裂谈吐不凡,"📌
中国政法大学教授说：
“一个人能看到多大的过去，就能看到多大的未来。”
📌
阿克顿说：
“历史是彷徨者的向导。”
📌
一个人的无知，往往是对历史的无知
所以女孩们一定要多看历史
不要把生命献给无知
📌
今天整理了和历史相关的
书单和片单
记得来个三连哦❤️
一起狠狠读历史
📚
历史入门书单：
1️⃣《半小时漫画中国史》
2️⃣《半小时漫画世界史》
3️⃣《中国文化课》
4️⃣《长安客》
5️⃣《人类简史》
6️⃣《大明王朝》
📚
历史进阶书单：
1️⃣《明朝那些事》
2️⃣《为什么是中国》
3️⃣《你一定爱读的极简欧洲史》
4️⃣《世界小史》
5️⃣《万历十五年》
6️⃣《中国通史》
7️⃣《文选》
8️⃣《脉动中国》
9️⃣《中国历史政治得失》
🔟《东京梦华录》
📝️
历史人物传记：
1️⃣《武则天》
2️⃣《宋氏三姐妹》
3️⃣《品人录》
4️⃣《曾国藩传》
5️⃣《苏轼十讲》
6️⃣《宋徽宗》
7️⃣《人间烟火》
8️⃣《在深渊里仰望星空》
9️⃣《张居正大传》
🔟《乾隆：政治爱情与性格》
📝️
历史纪录片：
1️⃣《河西走廊》
2️⃣《大国崛起》
3️⃣《西南联大》
4️⃣《大明宫》
5️⃣《故宫100》
6️⃣《了不起的长城》
7️⃣《从秦始皇到汉武大帝》
8️⃣《甲午》
9️⃣《玄奘之路》
🔟《帝国的兴衰》
📝️
历史影视剧：
1️⃣《觉醒年代》
2️⃣《大秦帝国》
3️⃣《汉武大帝》
4️⃣《功勋》
5️⃣《长津湖》
6️⃣《我的1919》
7️⃣《大明王朝1566》
8️⃣《末代皇帝》
9️⃣《金陵十三衩》
🔟《横空出世》
📝️
历史综艺：
1️⃣《我在故宫修文物》
2️⃣《如果国宝会说话》
3️⃣《故事里的中国》
4️⃣《典籍的中国》
5️⃣《中国诗词大会》
6️⃣《国家宝藏》
📌
女孩们从现在开始狠狠读历史吧
在上下五千年中找自己
读史明智，鉴往而知来
❤️💛💚💙💜💗
我的奔妈
一个爱折腾的二胎职场妈妈
会不断的分享女性成长，读书分享和生活感悟
分享当妈之后斜杠生活的方方面面
日常感恩姐妹们的喜欢
🔸
以上
共勉
       ",,1660724173000,1680238487000,5fbeeba7000000000101e8ab,潇然成长圈,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nq2nf530i605ntutejgbq5b9m86800,104448,123205,840,6613,,"https://sns-img-qc.xhscdn.com/31fbfcb5-72b3-3b31-62f2-be06cf68f67c,https://sns-img-qc.xhscdn.com/d6f87e50-8b01-8046-3b06-3effdf5b0d23,https://sns-img-qc.xhscdn.com/71ea5959-f8fa-0b1c-63a3-22649e602045,https://sns-img-qc.xhscdn.com/f90067a0-b561-9dd9-8729-c4aa5e4f04ef,https://sns-img-qc.xhscdn.com/3c4aed51-c718-6289-2e16-1cfe0bc96d75,https://sns-img-qc.xhscdn.com/51b37e46-2175-1fde-134f-007c9c1ccf0c,https://sns-img-qc.xhscdn.com/54d06bb4-0b70-2a35-6db3-cb6ad6c2ddf5,https://sns-img-qc.xhscdn.com/de32e528-536e-749e-d9ae-5ddcca5f69fa,https://sns-img-qc.xhscdn.com/f14fc8f2-4ddd-c407-d507-9e27bd8bf9bb","女性成长,自我成长,如果国宝会说话,中国诗词大会,国家宝藏,大秦帝国,历史纪录片,历史人物",1717587663623,https://www.xiaohongshu.com/explore/62fca3cd00000000080122f0
65ef0f0100000000120210c4,normal,这么不正经的历史纪录片🤣要被它笑死了‼️,"片名：《历史那些事》
评分：9.7分
集数：已完结，全8集
	
在这浮躁的社会里，或许我们都需要慢下来，去感受这个世界以及人生的意义！如果你时常焦虑，不妨多看纪录片，沉淀自己～
	
这部纪录片主要讲述很多有趣的历史故事。
讲苏轼：在下东坡，一个吃货。
讲溥仪：我在我家偷文物。
讲隋文帝：请回答604……
	
提起历史纪录片，估计不少人直呼头痛。但这部纪录片拍的却很有趣，关键是脑洞特别大，解说不正经，台词无厘头，有趣的同时还能长知识！
	
          ",,1710165761000,1710226028000,62f65a1b000000001f006a26,爱吃薯片,https://sns-avatar-qc.xhscdn.com/avatar/6379b655e709b17b3b7f1d1a.jpg,100502,64535,1980,4830,,"https://sns-img-al.xhscdn.com/70854f12-0314-d4ae-7073-a771cc9b0504,https://sns-img-al.xhscdn.com/cd20460b-b12d-4ffc-253d-f83ae0864b47,https://sns-img-al.xhscdn.com/984120f9-d547-36db-5d46-0f583b5d942c,https://sns-img-al.xhscdn.com/b902c49b-ab16-d55f-8124-b633eb4adf6d","纪录片,纪录片推荐,纪录片分享,值得一看的纪录片,高分纪录片,值得推荐的纪录片,必看纪录片,小红书追剧人,我正在追的剧,笔记灵感",1717587663623,https://www.xiaohongshu.com/explore/65ef0f0100000000120210c4
6656a7d6000000001401ad8c,video,这就是中国知识分子的气节,           ,http://sns-video-bd.xhscdn.com/stream/110/259/01e656a7d73f3286010376038fc2800a63_259.mp4,1716955094000,1716955094000,6627788c000000000d0254c3,唐三诗,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311v5pbcn2s505ph7f263cl63tvmarjo,102042,12510,295,213,广东,https://sns-img-qc.xhscdn.com/172285da-90d6-a76a-1e83-61bd342323fa,"电影式经典站位,历史,铭记历史,男士穿搭,转场,民族气节",1717587663623,https://www.xiaohongshu.com/explore/6656a7d6000000001401ad8c
647ea345000000000703930e,normal,口碑炸裂！9.9分😭！都赶紧给我去看❗️❗️❗️,"📺中国第二季|纪录片|共10集✅
⭐️⭐️⭐️⭐️⭐️评分：9.9分🔥
.
🔥一部让你沉浸式了解中国历史文化的纪录片！称之为视听盛宴毫不夸张！！
.
😭导演仿佛有那个审美牛逼症🤣
✨整体构图、色彩、光影都很唯美非常打动人❗️
.
✨纪录片《中国》讲述了从唐开元年间至辛亥革命期间一个又一个曾经影响过我们民族走向的历史事件及其人物😭
.
✨例如李白、杜甫、赵佶、杨玉环、张择端、王希孟、忽必烈、八思巴、刘秉忠、关汉卿、张居正、海瑞、郑和、徐光启、康熙、乾隆、张謇等！
.
✨再现诸如唐代诗歌鼎盛、宋朝美学繁荣、元曲大家等繁盛图景，也展现元朝大融合、明代张居正改革、康熙平定三藩、收复台湾等风云变幻的历史舞台上一个又一个充满了话题的故事‼️
.
✨纪录片共10集，短小精悍，生动有趣，特别适合父母带着孩子一起看，不仅可以增进亲子感情还能一起了解中国人不能不知道的中国历史🤔
.
✨纪录片就像一束光，因为你不知道哪一个光会照亮你走出黑暗，请保持持续的探索热情，趁年轻多去观看优质的纪录片、会系统的提升一个人的思考、逻辑、处事、认知能力，加油吧！！！
 




",,1686020933000,1686023111000,59fdcc4c11be103b06e82f20,reset园的电影分享,https://sns-avatar-qc.xhscdn.com/avatar/643cdce0a712a408414fe28a.jpg,76464,75173,735,4406,,"https://sns-img-qc.xhscdn.com/ce5da4e3-af00-37bc-858f-dde5b040b053,https://sns-img-qc.xhscdn.com/e255b512-ac6b-a1bc-44dc-c193cbf15ea1,https://sns-img-qc.xhscdn.com/8899107e-b1f3-3330-4a86-b469b3381d9d,https://sns-img-qc.xhscdn.com/4b42cc8b-268d-a1c6-d143-c7b0355378ab,https://sns-img-qc.xhscdn.com/90493864-7e20-f499-1c3d-356a3285f59d,https://sns-img-qc.xhscdn.com/395a1df9-f7ce-f1e9-a6ff-19fe028ddde5,https://sns-img-qc.xhscdn.com/395acc03-e85a-9c9c-c074-02c128f09e9d,https://sns-img-qc.xhscdn.com/91e92b12-4009-8742-e13b-3b1233b73250","浪漫生活的记录者,古装剧,古装,电影,古装电视剧,纪录片,纪录片推荐,電影,纪录片分享,紀錄片,笔记灵感,中国历史,小红书助手,小红书成长笔记,宅家追剧,电影推荐,百亿剧好看计划,小红书原创,值得一看的纪录片,值得推荐的纪录片",1717587663623,https://www.xiaohongshu.com/explore/647ea345000000000703930e
